run_id,melee_kills,magic_kills,melee_hits,magic_hits,damage_taken,damage_dealt,deaths,time_alive,weapon,spell,boots,armor,enemy_hp_mult,enemy_dmg_mult,enemy_speed_mult,spawn_count,heal_on_kill_base
bot_magic_sniper_02004,3,5,13,31,149.831,589.0,1,44.067,Hatchet,Hex Spike,Leather Boots,Chain Shirt,2.182,1.855,1.302,5,8
bot_hybrid_02013,5,4,26,30,220.069,736.0,1,39.267,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,2.434,2.069,1.357,5,8
bot_magic_sniper_02005,3,4,11,34,131.984,535.0,1,30.233,Rapier,Ember Bolt,Sprint Greaves,Cloth Wrap,1.989,1.691,1.302,4,8
bot_hybrid_02014,2,5,13,25,146.926,464.0,1,25.833,Hatchet,Ember Bolt,Sprint Greaves,Cloth Wrap,2.086,1.773,1.302,4,8
bot_hybrid_02015,4,5,30,29,188.534,696.0,1,37.533,Rapier,Hex Spike,Leather Boots,Blood Harness,2.157,1.833,1.33,4,8
bot_magic_sniper_02006,4,3,17,35,140.322,537.0,1,44.1,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,2.014,1.712,1.275,4,8
bot_hybrid_02016,6,3,23,30,164.999,673.0,1,30.0,Rusty Blade,Hex Spike,Voidstep Treads,Cloth Wrap,2.157,1.833,1.33,4,8
bot_magic_sniper_02007,3,5,12,30,136.458,512.0,1,59.017,Rusty Blade,Hex Spike,Sprint Greaves,Chain Shirt,2.257,1.918,1.33,5,8
bot_hybrid_02017,3,4,20,35,174.516,515.0,1,27.033,Rusty Blade,Ice Needle,Voidstep Treads,Chain Shirt,2.182,1.855,1.302,5,8
bot_magic_sniper_02008,1,6,11,34,134.794,558.0,1,39.917,Hatchet,Ember Bolt,Voidstep Treads,Cloth Wrap,2.086,1.773,1.302,4,8
bot_hybrid_02018,4,3,22,33,166.711,571.0,1,30.383,Rusty Blade,Ember Bolt,Sprint Greaves,Cloth Wrap,2.278,1.936,1.302,5,8
bot_hybrid_02019,5,2,15,30,141.516,454.0,1,19.883,Hatchet,Ember Bolt,Leather Boots,Cloth Wrap,2.086,1.773,1.302,4,8
bot_magic_sniper_02009,3,4,10,30,142.528,472.0,1,61.75,Hatchet,Ice Needle,Leather Boots,Chain Shirt,1.989,1.691,1.302,4,8
bot_hybrid_02020,2,6,28,35,162.58,608.0,1,31.4,Rapier,Ember Bolt,Voidstep Treads,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_02010,3,3,12,35,132.398,484.0,1,45.467,Rusty Blade,Ice Needle,Sprint Greaves,Blood Harness,1.666,1.416,1.113,4,8
bot_magic_sniper_02011,4,4,18,39,183.361,552.0,1,57.067,Rapier,Hex Spike,Voidstep Treads,Chain Shirt,2.257,1.918,1.33,5,8
bot_magic_sniper_02012,2,4,10,39,158.447,500.0,1,72.133,Hatchet,Ice Needle,Leather Boots,Blood Harness,2.2,1.87,1.275,5,8
bot_magic_sniper_02013,2,5,13,39,156.589,533.0,1,51.2,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.989,1.691,1.302,4,8
bot_magic_sniper_02014,5,3,19,44,144.521,597.0,1,68.133,Rapier,Ember Bolt,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_02015,2,6,13,52,134.531,557.0,1,43.5,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_02016,4,4,14,35,163.478,572.0,1,67.083,Rusty Blade,Ice Needle,Sprint Greaves,Chain Shirt,1.989,1.691,1.302,4,8
bot_magic_sniper_02017,4,4,12,37,170.105,602.0,1,52.95,Hatchet,Hex Spike,Voidstep Treads,Cloth Wrap,2.356,2.003,1.33,5,8
bot_magic_sniper_02018,5,3,17,33,176.871,530.0,1,39.967,Hatchet,Ember Bolt,Sprint Greaves,Blood Harness,2.257,1.918,1.33,5,8
bot_magic_sniper_02019,2,6,15,32,157.687,583.0,1,41.933,Rapier,Hex Spike,Leather Boots,Blood Harness,1.989,1.691,1.302,4,8
bot_magic_sniper_02020,3,4,6,41,137.618,436.0,1,38.883,Hatchet,Ice Needle,Leather Boots,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_02019,4,2,21,8,156.563,406.0,1,14.083,Hatchet,Hex Spike,Sprint Greaves,Cloth Wrap,1.519,1.291,1.113,3,8
bot_melee_aggressive_02020,7,0,31,8,207.896,439.0,1,16.95,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,2.086,1.773,1.302,4,8
bot_tank_02020,5,0,23,6,144.862,370.0,1,13.833,Hatchet,Ice Needle,Sprint Greaves,Chain Shirt,1.392,1.184,1.09,3,8
bot_hybrid_02023,5,2,20,31,162.316,516.0,1,37.7,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,2.107,1.791,1.275,5,8
bot_melee_aggressive_02021,2,0,16,4,129.404,234.0,1,6.933,Rusty Blade,Ember Bolt,Sprint Greaves,Chain Shirt,1.482,1.26,1.045,4,8
bot_reckless_02020,6,0,26,10,167.706,366.0,1,16.967,Rusty Blade,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02021,5,1,36,4,143.722,360.0,1,13.683,Rapier,Ember Bolt,Sprint Greaves,Chain Shirt,1.463,1.244,1.09,3,8
bot_reckless_02021,5,0,21,7,146.272,313.0,1,9.883,Rusty Blade,Ember Bolt,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_melee_aggressive_02022,5,1,34,9,179.271,448.0,1,17.783,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.593,1.354,1.113,3,8
bot_magic_sniper_02021,3,5,15,29,135.511,529.0,1,102.283,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,2.157,1.833,1.33,4,8
bot_tank_02022,5,2,26,8,159.165,444.0,1,17.2,Hatchet,Ember Bolt,Sprint Greaves,Chain Shirt,1.989,1.691,1.302,4,8
bot_reckless_02022,5,0,27,7,173.815,372.0,1,10.35,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,1.392,1.184,1.09,3,8
bot_hybrid_02024,1,7,20,39,154.491,568.0,1,27.5,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,2.257,1.918,1.33,5,8
bot_melee_aggressive_02023,7,0,39,6,206.174,495.0,1,17.75,Rapier,Hex Spike,Leather Boots,Chain Shirt,2.182,1.855,1.302,5,8
bot_reckless_02023,4,0,29,4,132.877,317.0,1,9.433,Rapier,Hex Spike,Leather Boots,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02023,6,1,32,9,211.566,431.0,1,17.733,Rusty Blade,Ember Bolt,Leather Boots,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_02024,6,0,32,8,169.932,384.0,1,15.383,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,1.463,1.244,1.09,3,8
bot_reckless_02024,6,1,31,6,210.685,433.0,1,13.05,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,2.182,1.855,1.302,5,8
bot_hybrid_02025,4,4,25,33,170.371,555.0,1,32.583,Rapier,Ember Bolt,Leather Boots,Chain Shirt,2.257,1.918,1.33,5,8
bot_melee_aggressive_02025,5,1,34,6,144.601,354.0,1,12.4,Rapier,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_reckless_02025,4,0,26,5,161.612,326.0,1,9.967,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_02024,5,1,30,7,163.283,386.0,1,16.317,Rusty Blade,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_magic_sniper_02022,4,5,20,39,171.447,620.0,1,58.7,Rapier,Ice Needle,Voidstep Treads,Chain Shirt,2.257,1.918,1.33,5,8
bot_melee_aggressive_02026,5,1,25,8,148.977,411.0,1,17.933,Rusty Blade,Hex Spike,Leather Boots,Chain Shirt,1.519,1.291,1.113,3,8
bot_hybrid_02026,5,2,28,35,181.051,550.0,1,26.967,Rusty Blade,Ice Needle,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_reckless_02026,7,0,28,9,162.622,461.0,1,17.0,Hatchet,Ember Bolt,Sprint Greaves,Cloth Wrap,2.086,1.773,1.302,4,8
bot_melee_aggressive_02027,5,0,23,8,147.826,335.0,1,10.467,Rusty Blade,Ice Needle,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_tank_02025,7,0,30,8,193.851,484.0,1,17.017,Hatchet,Ice Needle,Leather Boots,Blood Harness,1.989,1.691,1.302,4,8
bot_reckless_02027,6,0,32,13,163.315,418.0,1,16.7,Rapier,Ember Bolt,Leather Boots,Chain Shirt,1.593,1.354,1.113,3,8
bot_melee_aggressive_02028,6,2,40,11,225.648,528.0,1,17.617,Rusty Blade,Ice Needle,Sprint Greaves,Blood Harness,2.157,1.833,1.33,4,8
bot_tank_02026,5,0,32,6,162.016,336.0,1,13.183,Rapier,Ice Needle,Leather Boots,Blood Harness,1.534,1.304,1.09,3,8
bot_hybrid_02027,5,2,17,30,150.698,503.0,1,35.533,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_02023,3,5,13,38,156.767,594.0,1,35.883,Hatchet,Hex Spike,Sprint Greaves,Cloth Wrap,2.182,1.855,1.302,5,8
bot_reckless_02028,6,0,20,13,152.146,384.0,1,14.317,Hatchet,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_melee_aggressive_02029,6,0,30,5,145.143,362.0,1,13.55,Rusty Blade,Hex Spike,Leather Boots,Chain Shirt,1.534,1.304,1.09,3,8
bot_tank_02027,6,0,32,5,174.3,402.0,1,14.983,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.534,1.304,1.09,3,8
bot_hybrid_02028,1,7,24,35,160.311,498.0,1,29.85,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,2.157,1.833,1.33,4,8
bot_reckless_02029,7,0,29,6,206.03,484.0,1,15.317,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_melee_aggressive_02030,6,0,30,8,155.894,382.0,1,17.717,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02028,5,1,26,7,161.553,360.0,1,13.933,Rapier,Hex Spike,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_reckless_02030,4,1,23,8,142.473,317.0,1,12.883,Rusty Blade,Ice Needle,Leather Boots,Blood Harness,1.593,1.354,1.113,3,8
bot_tank_02029,3,0,22,6,133.872,258.0,1,9.25,Rapier,Hex Spike,Voidstep Treads,Blood Harness,1.544,1.312,1.067,4,8
bot_melee_aggressive_02031,5,2,31,5,169.191,453.0,1,15.867,Rusty Blade,Hex Spike,Sprint Greaves,Blood Harness,2.182,1.855,1.302,5,8
bot_magic_sniper_02024,3,5,15,42,154.829,573.0,1,83.833,Rapier,Ice Needle,Sprint Greaves,Blood Harness,2.157,1.833,1.33,4,8
bot_reckless_02031,4,0,24,3,130.656,246.0,1,8.733,Rapier,Ice Needle,Leather Boots,Blood Harness,1.605,1.364,1.09,4,8
bot_melee_aggressive_02032,3,0,27,3,140.591,281.0,1,8.633,Rapier,Ember Bolt,Leather Boots,Blood Harness,1.352,1.149,1.045,3,8
bot_tank_02030,4,1,32,5,162.659,392.0,1,13.6,Rusty Blade,Ice Needle,Sprint Greaves,Blood Harness,1.519,1.291,1.113,3,8
bot_hybrid_02029,5,5,27,28,200.055,755.0,1,43.2,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_02033,7,0,34,7,187.281,404.0,1,13.85,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,2.182,1.855,1.302,5,8
bot_reckless_02032,6,1,36,10,195.285,464.0,1,15.8,Rapier,Hex Spike,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_hybrid_02030,3,4,18,28,158.229,476.0,1,20.8,Hatchet,Ice Needle,Sprint Greaves,Chain Shirt,1.989,1.691,1.302,4,8
bot_reckless_02033,5,0,28,6,141.336,312.0,1,9.983,Rapier,Ember Bolt,Voidstep Treads,Chain Shirt,1.519,1.291,1.113,3,8
bot_melee_aggressive_02034,3,2,21,6,149.736,336.0,1,15.817,Rusty Blade,Hex Spike,Leather Boots,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02032,6,2,29,11,197.054,524.0,1,16.667,Hatchet,Hex Spike,Sprint Greaves,Blood Harness,1.989,1.691,1.302,4,8
bot_magic_sniper_02025,3,5,13,51,144.944,595.0,1,63.45,Rapier,Ice Needle,Sprint Greaves,Blood Harness,2.086,1.773,1.302,4,8
bot_hybrid_02031,5,0,17,17,133.207,449.0,1,16.517,Rusty Blade,Hex Spike,Sprint Greaves,Chain Shirt,1.605,1.364,1.09,4,8
bot_reckless_02034,5,0,18,8,142.847,316.0,1,10.833,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_02035,5,1,28,8,150.199,372.0,1,13.833,Rusty Blade,Ice Needle,Leather Boots,Chain Shirt,1.519,1.291,1.113,3,8
bot_tank_02033,5,0,22,4,149.403,333.0,1,12.933,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,1.666,1.416,1.113,4,8
bot_reckless_02035,7,0,24,7,161.423,434.0,1,14.767,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_02036,6,1,36,8,206.731,466.0,1,16.733,Rapier,Hex Spike,Sprint Greaves,Blood Harness,2.182,1.855,1.302,5,8
bot_tank_02034,6,0,29,6,168.542,379.0,1,15.117,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_hybrid_02032,5,4,22,28,173.228,661.0,1,36.517,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,2.157,1.833,1.33,4,8
bot_reckless_02036,5,0,19,5,142.588,313.0,1,10.183,Rusty Blade,Ember Bolt,Sprint Greaves,Cloth Wrap,1.519,1.291,1.113,3,8
bot_magic_sniper_02026,4,3,16,33,147.392,506.0,1,52.85,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,2.107,1.791,1.275,5,8
bot_melee_aggressive_02037,5,0,30,5,146.271,316.0,1,14.683,Rapier,Hex Spike,Sprint Greaves,Chain Shirt,1.74,1.479,1.113,4,8
bot_tank_02035,3,1,22,6,136.03,313.0,1,11.05,Rapier,Ember Bolt,Sprint Greaves,Chain Shirt,1.544,1.312,1.067,4,8
bot_reckless_02037,4,0,20,5,132.441,260.0,1,8.883,Rusty Blade,Ice Needle,Leather Boots,Cloth Wrap,1.286,1.093,1.045,3,8
bot_melee_aggressive_02038,5,0,26,6,143.624,322.0,1,13.867,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_tank_02036,6,1,36,7,174.774,466.0,1,15.183,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,1.519,1.291,1.113,3,8
bot_hybrid_02033,5,3,25,41,197.926,615.0,1,34.0,Rusty Blade,Ice Needle,Voidstep Treads,Blood Harness,2.257,1.918,1.33,5,8
bot_reckless_02038,5,0,27,5,149.201,305.0,1,10.967,Rusty Blade,Ember Bolt,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_melee_aggressive_02039,6,0,35,8,179.61,379.0,1,15.95,Rapier,Ice Needle,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_magic_sniper_02027,5,2,11,47,176.8,515.0,1,43.067,Rapier,Ice Needle,Leather Boots,Blood Harness,2.086,1.773,1.302,4,8
bot_tank_02037,4,0,24,2,133.33,260.0,1,11.133,Rusty Blade,Ice Needle,Voidstep Treads,Chain Shirt,1.392,1.184,1.09,3,8
bot_reckless_02039,5,0,28,8,170.686,346.0,1,13.117,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_hybrid_02034,6,1,20,27,171.849,549.0,1,25.033,Hatchet,Hex Spike,Leather Boots,Blood Harness,2.278,1.936,1.302,5,8
bot_melee_aggressive_02040,4,1,23,7,150.779,336.0,1,13.5,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,1.666,1.416,1.113,4,8
bot_tank_02038,3,1,23,4,137.177,257.0,1,11.117,Rapier,Ice Needle,Leather Boots,Cloth Wrap,1.605,1.364,1.09,4,8
bot_reckless_02040,4,0,21,5,132.691,259.0,1,10.65,Rapier,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_melee_aggressive_02041,5,1,24,6,155.345,420.0,1,14.15,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,1.519,1.291,1.113,3,8
bot_tank_02039,4,0,27,4,134.822,275.0,1,14.633,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.286,1.093,1.045,3,8
bot_reckless_02041,3,1,25,6,135.582,285.0,1,10.65,Rapier,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_02035,4,4,26,40,158.582,554.0,1,30.383,Rapier,Ice Needle,Leather Boots,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_02028,3,5,12,42,153.644,552.0,1,56.75,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,2.086,1.773,1.302,4,8
bot_melee_aggressive_02042,6,0,26,4,155.975,420.0,1,14.117,Hatchet,Hex Spike,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02040,6,1,34,3,172.371,406.0,1,11.583,Hatchet,Ember Bolt,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_reckless_02042,7,0,34,8,198.302,448.0,1,14.25,Hatchet,Ember Bolt,Sprint Greaves,Blood Harness,1.519,1.291,1.113,3,8
bot_hybrid_02036,3,4,19,24,146.501,529.0,1,29.75,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,2.086,1.773,1.302,4,8
bot_melee_aggressive_02043,6,1,28,8,199.703,472.0,1,12.617,Hatchet,Ember Bolt,Leather Boots,Chain Shirt,2.278,1.936,1.302,5,8
bot_tank_02041,4,2,31,6,160.715,401.0,1,18.017,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_02044,4,1,25,3,138.773,297.0,1,9.567,Hatchet,Hex Spike,Leather Boots,Cloth Wrap,1.463,1.244,1.09,3,8
bot_tank_02042,6,0,28,5,168.278,378.0,1,12.417,Rusty Blade,Hex Spike,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_reckless_02044,5,0,29,6,175.048,387.0,1,10.55,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_hybrid_02037,6,2,22,23,209.905,609.0,1,30.967,Rusty Blade,Hex Spike,Sprint Greaves,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_02045,6,1,32,9,200.166,447.0,1,19.083,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,2.086,1.773,1.302,4,8
bot_magic_sniper_02029,3,4,16,36,125.756,480.0,1,97.133,Rapier,Ember Bolt,Voidstep Treads,Chain Shirt,1.519,1.291,1.113,3,8
bot_tank_02043,7,1,42,10,170.489,518.0,1,16.55,Rapier,Hex Spike,Sprint Greaves,Chain Shirt,2.157,1.833,1.33,4,8
bot_reckless_02045,7,0,32,8,208.672,435.0,1,17.7,Hatchet,Ember Bolt,Leather Boots,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_02046,5,0,21,6,150.091,357.0,1,11.3,Hatchet,Hex Spike,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_02044,4,1,23,7,143.444,309.0,1,14.667,Rusty Blade,Ice Needle,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_reckless_02046,5,0,21,3,149.256,336.0,1,11.817,Hatchet,Hex Spike,Leather Boots,Chain Shirt,1.666,1.416,1.113,4,8
bot_hybrid_02038,4,4,31,31,194.644,645.0,1,33.6,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,2.257,1.918,1.33,5,8
bot_melee_aggressive_02047,6,0,28,5,189.058,407.0,1,13.833,Rapier,Hex Spike,Sprint Greaves,Blood Harness,2.2,1.87,1.275,5,8
bot_tank_02045,4,1,30,9,145.832,358.0,1,11.067,Rapier,Ice Needle,Sprint Greaves,Blood Harness,1.392,1.184,1.09,3,8
bot_reckless_02047,5,0,30,7,139.79,340.0,1,12.033,Rapier,Ember Bolt,Voidstep Treads,Chain Shirt,1.476,1.254,1.067,3,8
bot_magic_sniper_02030,2,5,9,41,121.394,517.0,1,59.133,Rusty Blade,Hex Spike,Voidstep Treads,Cloth Wrap,2.086,1.773,1.302,4,8
bot_tank_02046,3,1,27,3,131.721,273.0,1,9.033,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_melee_aggressive_02048,3,3,26,8,189.411,386.0,1,14.667,Rusty Blade,Ice Needle,Voidstep Treads,Blood Harness,1.519,1.291,1.113,3,8
bot_reckless_02048,5,0,27,7,168.173,339.0,1,12.917,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,1.519,1.291,1.113,3,8
bot_hybrid_02039,4,4,23,25,146.487,577.0,1,38.667,Rapier,Hex Spike,Leather Boots,Chain Shirt,2.182,1.855,1.302,5,8
bot_tank_02047,4,3,28,7,201.515,442.0,1,14.433,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_02049,4,1,28,7,145.143,364.0,1,15.233,Rusty Blade,Ice Needle,Leather Boots,Chain Shirt,1.534,1.304,1.09,3,8
bot_reckless_02049,4,0,20,5,138.678,278.0,1,11.4,Hatchet,Ember Bolt,Leather Boots,Cloth Wrap,1.417,1.204,1.045,3,8
bot_tank_02048,5,2,31,8,210.078,546.0,1,16.583,Hatchet,Hex Spike,Leather Boots,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_02050,5,0,33,3,139.056,347.0,1,11.333,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,1.519,1.291,1.113,3,8
bot_reckless_02050,6,0,32,4,191.813,408.0,1,13.867,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_02049,3,1,21,2,136.439,251.0,1,9.183,Rusty Blade,Ember Bolt,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_02040,6,3,24,49,176.559,662.0,1,38.85,Rusty Blade,Ice Needle,Leather Boots,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_02031,4,5,15,40,140.526,662.0,1,72.75,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,2.157,1.833,1.33,4,8
bot_melee_aggressive_02051,3,0,24,3,148.159,268.0,1,8.45,Rusty Blade,Ice Needle,Voidstep Treads,Blood Harness,1.352,1.149,1.045,3,8
bot_reckless_02051,5,0,19,6,146.611,314.0,1,9.083,Hatchet,Ice Needle,Sprint Greaves,Cloth Wrap,1.519,1.291,1.113,3,8
bot_tank_02050,5,2,26,7,158.416,454.0,1,13.717,Hatchet,Ember Bolt,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_hybrid_02041,4,3,18,23,145.504,426.0,1,20.617,Rusty Blade,Ice Needle,Voidstep Treads,Chain Shirt,2.182,1.855,1.302,5,8
bot_melee_aggressive_02052,4,2,26,7,155.894,360.0,1,13.917,Rusty Blade,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_magic_sniper_02032,3,4,13,37,148.629,495.0,1,29.033,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,2.182,1.855,1.302,5,8
bot_tank_02051,4,1,29,4,151.418,301.0,1,13.367,Rapier,Ember Bolt,Leather Boots,Blood Harness,1.666,1.416,1.113,4,8
bot_reckless_02053,6,0,29,7,145.159,369.0,1,13.883,Rapier,Hex Spike,Sprint Greaves,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_02053,6,0,27,6,156.39,402.0,1,16.383,Rusty Blade,Hex Spike,Sprint Greaves,Blood Harness,1.519,1.291,1.113,3,8
bot_tank_02052,6,1,27,9,199.016,504.0,1,16.333,Hatchet,Hex Spike,Leather Boots,Blood Harness,2.086,1.773,1.302,4,8
bot_hybrid_02042,6,3,25,40,164.499,669.0,1,39.083,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.989,1.691,1.302,4,8
bot_reckless_02054,5,0,31,5,171.768,337.0,1,12.267,Rapier,Ice Needle,Sprint Greaves,Chain Shirt,1.593,1.354,1.113,3,8
bot_melee_aggressive_02054,6,1,22,10,164.923,433.0,1,15.067,Hatchet,Hex Spike,Voidstep Treads,Chain Shirt,2.086,1.773,1.302,4,8
bot_tank_02053,2,1,26,4,129.508,266.0,1,9.933,Rapier,Ice Needle,Leather Boots,Cloth Wrap,1.286,1.093,1.045,3,8
bot_magic_sniper_02033,2,5,17,32,158.884,541.0,1,59.067,Rapier,Hex Spike,Leather Boots,Cloth Wrap,2.086,1.773,1.302,4,8
bot_reckless_02055,5,1,23,10,152.582,398.0,1,16.417,Hatchet,Ember Bolt,Voidstep Treads,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_02055,4,1,26,8,182.259,343.0,1,16.667,Hatchet,Ember Bolt,Sprint Greaves,Blood Harness,1.74,1.479,1.113,4,8
bot_tank_02054,5,0,26,5,149.533,286.0,1,13.967,Rusty Blade,Ice Needle,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_02043,5,2,23,27,156.721,487.0,1,22.183,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,2.107,1.791,1.275,5,8
bot_tank_02055,5,0,26,6,172.528,370.0,1,11.0,Rusty Blade,Hex Spike,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_melee_aggressive_02056,4,3,24,11,165.193,430.0,1,17.467,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,1.989,1.691,1.302,4,8
bot_reckless_02056,6,0,31,5,187.557,411.0,1,18.7,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,1.463,1.244,1.09,3,8
bot_tank_02056,2,2,25,4,138.602,307.0,1,11.083,Rusty Blade,Ice Needle,Sprint Greaves,Chain Shirt,1.482,1.26,1.045,4,8
bot_hybrid_02044,2,6,20,43,173.881,564.0,1,30.7,Rusty Blade,Ice Needle,Sprint Greaves,Chain Shirt,2.257,1.918,1.33,5,8
bot_melee_aggressive_02057,4,1,25,4,145.078,342.0,1,11.767,Hatchet,Ember Bolt,Voidstep Treads,Chain Shirt,1.463,1.244,1.09,3,8
bot_reckless_02057,4,0,22,4,134.028,298.0,1,9.233,Rusty Blade,Hex Spike,Leather Boots,Chain Shirt,1.463,1.244,1.09,3,8
bot_magic_sniper_02034,3,5,13,51,157.925,656.0,1,77.4,Hatchet,Ember Bolt,Sprint Greaves,Blood Harness,2.356,2.003,1.33,5,8
bot_tank_02057,5,0,23,5,177.259,352.0,1,15.95,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,1.74,1.479,1.113,4,8
bot_melee_aggressive_02058,5,2,31,9,187.917,434.0,1,16.833,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,2.086,1.773,1.302,4,8
